"identifikator","nazev","ico","n_osoba_v_cele","osoba_type","osoba_jmeno","pravni_forma","nazev_pravni_formy"
"00296180","Obec Liptaň","00296180",1,"osoba","MIROSLAV ŘEZNÍČEK","právní-forma/801","Obec"
"00284840","Obec Dambořice","00284840",1,"osoba","ZBYNĚK PASTYŘÍK","právní-forma/801","Obec"
"00292818","Obec Horní Dunajovice","00292818",1,"osoba","MILOSLAV REITER","právní-forma/801","Obec"
"00284751","Obec Archlebov","00284751",1,"osoba","MIROSLAV JAROLÍK","právní-forma/801","Obec"
"00278149","Městys Mladé Buky","00278149",1,"osoba","LUCIE POTŮČKOVÁ","právní-forma/801","Obec"
"00274844","Obec Deštné v Orlických horách","00274844",1,"osoba","SIMONA VLKOVÁ","právní-forma/801","Obec"
"00239194","Obec Chrást","00239194",1,"osoba","MIROSLAV BRAŇKA","právní-forma/801","Obec"
"00266027","Město Litvínov","00266027",1,"osoba","KAMILA BLÁHOVÁ","právní-forma/801","Obec"
"00515795","Obec Zajíčkov","00515795",1,"osoba","MILAN PRŮCHA","právní-forma/801","Obec"
"00275336","Město Rychnov nad Kněžnou","00275336",1,"osoba","JAN SKOŘEPA","právní-forma/801","Obec"
"00573485","Obec Hejná","00573485",1,"osoba","VLASTIMIL ŠATRA","právní-forma/801","Obec"
"00526053","Obec Drahobuz","00526053",1,"osoba","EDUARD PRÁGR","právní-forma/801","Obec"
"00286061","Obec Kaliště","00286061",1,"osoba","FRANTIŠEK SZCZYRBA","právní-forma/801","Obec"
"00373770","Obec Klatovec","00373770",1,"osoba","JAROSLAV HEMBERA","právní-forma/801","Obec"
"00377724","Obec Komárovice","00377724",1,"osoba","BOHUMIL ŠUCKRDLE","právní-forma/801","Obec"
"00572551","Obec Babylon","00572551",1,"osoba","PAVEL BAMBÁSEK","právní-forma/801","Obec"
"49744780","Obec Studená","49744780",1,"osoba","ZDENĚK RYBÁČEK","právní-forma/801","Obec"
"00260274","Obec Třemešné","00260274",1,"osoba","KRISTIÁN EBENHÖH","právní-forma/801","Obec"
"00266337","Město Hrob","00266337",1,"osoba","JIŘÍ FÜRST","právní-forma/801","Obec"
"00297178","Obec Sedliště","00297178",1,"osoba","JAROMÍR KREJČOK","právní-forma/801","Obec"
"00296333","Obec Slezské Rudoltice","00296333",1,"osoba","MOJMÍR PARGAČ","právní-forma/801","Obec"
"00575950","Obec Stará Ves","00575950",1,"osoba","MARTINA ŽÁKOVÁ","právní-forma/801","Obec"
"00849979","Obec Svatoňovice","00849979",1,"osoba","BLANKA VALOVÁ","právní-forma/801","Obec"
"00576930","Obec Vělopolí","00576930",1,"osoba","TOMÁŠ GROHMANN","právní-forma/801","Obec"
"00848514","Obec Vrchy","00848514",1,"osoba","JIŘINA PEŠLOVÁ","právní-forma/801","Obec"
"00296465","Obec Vysoká","00296465",1,"osoba","RADIM HRANEC","právní-forma/801","Obec"
"00494259","Obec Žermanice","00494259",1,"osoba","PETR PEIKL","právní-forma/801","Obec"
"00299651","Město Velká Bystřice","00299651",1,"osoba","MAREK PAZDERA","právní-forma/801","Obec"
"00240711","Městská část Praha-Satalice","00240711",1,"osoba","MILADA VOBORSKÁ","právní-forma/811","Městská část, městský obvod"
"00239526","Obec Okřínek","00239526",1,"osoba","ALENA EŠNEROVÁ","právní-forma/801","Obec"
"00302457","Obec Bušín","00302457",1,"osoba","JARMILA HLOUŠKOVÁ","právní-forma/801","Obec"
"00635715","Obec Charváty","00635715",1,"osoba","JARMILA KOWALCZUKOVÁ","právní-forma/801","Obec"
"00233382","Městys Komárov","00233382",1,"osoba","JAROSLAV KLEKNER","právní-forma/801","Obec"
"00240524","Městys Nehvizdy","00240524",1,"osoba","JIŘÍ POBĚREŽSKÝ","právní-forma/801","Obec"
"00237329","Městys Všetaty","00237329",1,"osoba","ROBERT SOKOL","právní-forma/801","Obec"
"00671975","Obec Lažany","00671975",1,"osoba","EDUARD DVOŘÁK","právní-forma/801","Obec"
"00474177","Obec Hlavenec","00474177",1,"osoba","JARMILA SMOTLACHOVÁ","právní-forma/801","Obec"
"00583120","Obec Pěčnov","00583120",1,"osoba","MIROSLAV VOJTA","právní-forma/801","Obec"
"00667129","Obec Řepeč","00667129",1,"osoba","JIŘÍ VOZÁBAL","právní-forma/801","Obec"
"00378488","Obec Petrůvky","00378488",1,"osoba","JAROSLAV NOVOTNÝ","právní-forma/801","Obec"
"00290149","Obec Police","00290149",1,"osoba","KAREL VONDRÁČEK","právní-forma/801","Obec"
"00640263","Obec Běleč","00640263",1,"osoba","PETRA VOSYKOVÁ","právní-forma/801","Obec"
"00473456","Obec Blažejovice","00473456",1,"osoba","ROMAN KUČERA","právní-forma/801","Obec"
"00640310","Obec Brambory","00640310",1,"osoba","RADEK TOMAN","právní-forma/801","Obec"
"00276138","Obec Slaná","00276138",1,"osoba","IVETA PĚNIČKOVÁ","právní-forma/801","Obec"
"18246044","Obec Kočín","18246044",1,"osoba","HELENA BRADOVÁ","právní-forma/801","Obec"
"00265209","Město Louny","00265209",1,"osoba","MILAN RYCHTAŘÍK","právní-forma/801","Obec"
"00263991","Město Lovosice","00263991",1,"osoba","VOJTĚCH KREJČÍ","právní-forma/801","Obec"
"00261718","Město Varnsdorf","00261718",1,"osoba","JAN ŠIMEK","právní-forma/801","Obec"
"00294136","Město Bystřice nad Pernštejnem","00294136",1,"osoba","MARTIN HORÁK","právní-forma/801","Obec"
"00267538","Město Chotěboř","00267538",1,"osoba","ONDŘEJ KOZUB","právní-forma/801","Obec"
"00248266","Město Humpolec","00248266",1,"osoba","ALENA ŠTĚRBOVÁ","právní-forma/801","Obec"
"00289931","Město Moravské Budějovice","00289931",1,"osoba","MARTIN FERDAN","právní-forma/801","Obec"
"00248801","Město Pelhřimov","00248801",1,"osoba","LADISLAV MED","právní-forma/801","Obec"
"00233889","Obec Tetín","00233889",1,"osoba","MARTIN HRDLIČKA","právní-forma/801","Obec"
"00239852","Obec Třebestovice","00239852",1,"osoba","JITKA VÁŇOVÁ","právní-forma/801","Obec"
"00640107","Obec Třebonín","00640107",1,"osoba","MARIE FRANCOVÁ","právní-forma/801","Obec"
"00473782","Obec Žabonosy","00473782",1,"osoba","ŠTEFAN PSOTA","právní-forma/801","Obec"
"00234044","Obec Zaječov","00234044",1,"osoba","MILOŠ PLEŠMÍD","právní-forma/801","Obec"
"00473774","Obec Zalešany","00473774",1,"osoba","HELENA BALŠÁNKOVÁ","právní-forma/801","Obec"
"00237396","Obec Želízy","00237396",1,"osoba","MILAN ZAJÍČEK","právní-forma/801","Obec"
"00235202","Obec Žilina","00235202",1,"osoba","PAVEL ROUS","právní-forma/801","Obec"
"00263508","Obec Dlažkovice","00263508",1,"osoba","LUBOŠ TÝCE","právní-forma/801","Obec"
"00662267","Obec Jeviněves","00662267",1,"osoba","KVĚTA JANSOVÁ","právní-forma/801","Obec"
"00600229","Obec Bojanovice","00600229",1,"osoba","RUDOLF BAZALA","právní-forma/801","Obec"
"00241393","Obec Lety","00241393",1,"osoba","BARBORA TESAŘOVÁ","právní-forma/801","Obec"
"00581534","Obec Závraty","00581534",1,"osoba","JAROMÍR ERBEN","právní-forma/801","Obec"
"00582476","Obec Zhoř u Tábora","00582476",1,"osoba","JIŘÍ NEUŽIL","právní-forma/801","Obec"
"00667960","Obec Zvotoky","00667960",1,"osoba","ŠTĚPÁNKA HEJLOVÁ","právní-forma/801","Obec"
"00283703","Město Velké Pavlovice","00283703",1,"osoba","PETR HASIL","právní-forma/801","Obec"
"00582468","Obec Řemíčov","00582468",1,"osoba","IVETA THOMKOVÁ","právní-forma/801","Obec"
"00253006","Obec Šebířov","00253006",1,"osoba","MIROSLAV ADAM","právní-forma/801","Obec"
"00279927","Obec Benešov","00279927",1,"osoba","LUKÁŠ KRÉNAR","právní-forma/801","Obec"
"70888337","Jihomoravský kraj","70888337",1,"osoba","JAN GROLICH","právní-forma/804","Kraj"
"00245801","Obec Brloh","00245801",1,"osoba","TOMÁŠ JUNGWIRTH","právní-forma/801","Obec"
"00284653","Město Vizovice","00284653",1,"osoba","SILVIE DOLANSKÁ","právní-forma/801","Obec"
"00283185","Obec Hrušky","00283185",1,"osoba","JANA FILIPOVIČOVÁ","právní-forma/801","Obec"
"00285404","Obec Těmice","00285404",1,"osoba","KAREL KRÁL","právní-forma/801","Obec"
"00300764","Obec Štítina","00300764",1,"osoba","RADEK MALOHLAVA","právní-forma/801","Obec"
"00275301","Město Rokytnice v Orlických horách","00275301",1,"osoba","JIŘÍ ŠTĚPÁN","právní-forma/801","Obec"
"00555215","Obec Přestavlky","00555215",1,"osoba","PAVEL VEČERKA","právní-forma/801","Obec"
"00257125","Město Přeštice","00257125",1,"osoba","TOMÁŠ CHMELÍK","právní-forma/801","Obec"
"00235563","Obec Malotice","00235563",1,"osoba","RADKA JIRKOVSKÁ","právní-forma/801","Obec"
"00876003","Obec Podmoky","00876003",1,"osoba","JIŘÍ CHOROUŠ","právní-forma/801","Obec"
"00509175","Obec Sudoměř","00509175",1,"osoba","LADISLAV JÍRA","právní-forma/801","Obec"
"00234389","Obec Hospozín","00234389",1,"osoba","JIŘÍ KOJAN","právní-forma/801","Obec"
"00234460","Obec Jedomělice","00234460",1,"osoba","JIŘÍ POSPÍŠIL","právní-forma/801","Obec"
"00276634","Obec Hartmanice","00276634",1,"osoba","JAROSLAV BOUŠE","právní-forma/801","Obec"
"00672017","Obec Kobyly","00672017",1,"osoba","ZBYNĚK HOZÁK","právní-forma/801","Obec"
"00671983","Obec Lázně Libverda","00671983",1,"osoba","JAN POSPÍŠIL","právní-forma/801","Obec"
"00640026","Obec Všesulov","00640026",1,"osoba","VERONIKA NYTROVÁ FIALOVÁ","právní-forma/801","Obec"
"00243001","OBEC PEČICE","00243001",1,"osoba","EVA HŘEBEJKOVÁ","právní-forma/801","Obec"
"00239666","Obec Poříčany","00239666",1,"osoba","HANA TERŠOVÁ","právní-forma/801","Obec"
"00640051","Obec Šebestěnice","00640051",1,"osoba","ALENA HAVLOVÁ","právní-forma/801","Obec"
"00277410","Obec Strakov","00277410",1,"osoba","JAN JANYPKA","právní-forma/801","Obec"
"00512737","Obec Střížovice","00512737",1,"osoba","FRANTIŠEK BOČEK","právní-forma/801","Obec"
"00374237","Obec Žatec","00374237",1,"osoba","PETR MÁCA","právní-forma/801","Obec"
"00234559","Obec Koleč","00234559",1,"osoba","LENKA SKOLILOVÁ","právní-forma/801","Obec"
"00640433","Obec Královice","00640433",1,"osoba","LUDĚK ŠOFR","právní-forma/801","Obec"
"00279056","Obec Koldín","00279056",1,"osoba","PETR VILÍMEK","právní-forma/801","Obec"
"00270334","Obec Krouna","00270334",1,"osoba","PETR SCHMIED","právní-forma/801","Obec"
"00276901","Obec Lavičné","00276901",1,"osoba","JANA BÁRTOVÁ","právní-forma/801","Obec"
"00580511","Obec Malé Výkleky","00580511",1,"osoba","JAROSLAVA SMOLÍKOVÁ","právní-forma/801","Obec"
"00277029","Obec Morašice","00277029",1,"osoba","PAVLÍNA JAREŠOVÁ","právní-forma/801","Obec"
"00580686","Obec Neratov","00580686",1,"osoba","JAROSLAV PULKRÁBEK","právní-forma/801","Obec"
"00238902","Obec Všejany","00238902",1,"osoba","KAREL NEJEDLO","právní-forma/801","Obec"
"00237337","Obec Vysoká","00237337",1,"osoba","BOŘIVOJ ŠTOLBA","právní-forma/801","Obec"
"00640531","Obec Zájezd","00640531",1,"osoba","LUBOŠ KRATOCHVÍL","právní-forma/801","Obec"
"00572926","Obec Nadryby","00572926",1,"osoba","SILVIE BRANDTLÍKOVÁ","právní-forma/801","Obec"
"00508403","Obec Chleby","00508403",1,"osoba","PETR PEŠEK","právní-forma/801","Obec"
"00876241","Obec Husí Lhota","00876241",1,"osoba","ZDENĚK ŠRAJER","právní-forma/801","Obec"
"00276723","Obec Chrastavec","00276723",1,"osoba","ZDENĚK KADLEC","právní-forma/801","Obec"
"00654736","Obec Hodonín","00654736",1,"osoba","MIROSLAV BLAŽEK","právní-forma/801","Obec"
"00270288","Obec Kočí","00270288",1,"osoba","MARCEL HAVRÁNEK","právní-forma/801","Obec"
"00276936","Obec Linhartice","00276936",1,"osoba","MARCELA ŠÍPOVÁ","právní-forma/801","Obec"
"00279277","Obec Němčice","00279277",1,"osoba","JOSEF RACEK","právní-forma/801","Obec"
"00600776","Obec Mankovice","00600776",1,"osoba","MARTINA BLAŽKOVÁ","právní-forma/801","Obec"
"00600822","Obec Pustějov","00600822",1,"osoba","TOMÁŠ MAIWAELDER","právní-forma/801","Obec"
"00635961","Obec Postřelmůvek","00635961",1,"osoba","STANISLAV SITTA","právní-forma/801","Obec"
"00296449","Obec Václavov u Bruntálu","00296449",1,"osoba","DARIUSZ MACHOWSKI","právní-forma/801","Obec"
"00287351","Město Kroměříž","00287351",1,"osoba","TOMÁŠ OPATRNÝ","právní-forma/801","Obec"
"00063941","Městská část Praha 10","00063941",1,"osoba","MARTIN VALOVIČ","právní-forma/811","Městská část, městský obvod"
"00473537","Obec Chmelná","00473537",1,"osoba","TOMÁŠ MARTÍNEK","právní-forma/801","Obec"
"00636258","Obec Horní Nětčice","00636258",1,"osoba","JAN HANÁK","právní-forma/801","Obec"
"00543713","Obec Malý Beranov","00543713",1,"osoba","MARTIN ZACH","právní-forma/801","Obec"
"00254096","Obec Mnichov","00254096",1,"osoba","JIŘÍ KŘENČIL","právní-forma/801","Obec"
"00509035","Obec Rohatsko","00509035",1,"osoba","RADEK ŠTROS","právní-forma/801","Obec"
"00286605","Obec Sedlejov","00286605",1,"osoba","MILAN BENEŠ","právní-forma/801","Obec"
"00600075","Obec Rakůvka","00600075",1,"osoba","JOSEF MIKULKA","právní-forma/801","Obec"
"00508543","Obec Vysoký Újezd","00508543",1,"osoba","ALEŠ JANDA","právní-forma/801","Obec"
"00580775","OBEC SUCHOVRŠICE","00580775",1,"osoba","JANA ŠEDOVÁ","právní-forma/801","Obec"
"00237019","Město Liběchov","00237019",1,"osoba","VLADIMÍRA ZRALÍKOVÁ","právní-forma/801","Obec"
"00274569","Obec Veselí","00274569",1,"osoba","MILOŠ DVOŘÁK","právní-forma/801","Obec"
"04498356","Obec Polná na Šumavě","04498356",1,"osoba","JAROSLAV PAVLÍČEK","právní-forma/801","Obec"
"00249530","Městys Bernartice","00249530",1,"osoba","PAVEL SOUHRADA","právní-forma/801","Obec"
"00285137","Obec Moravský Písek","00285137",1,"osoba","HANA HABARTOVÁ","právní-forma/801","Obec"
"00636746","Obec Unín","00636746",1,"osoba","KATEŘINA SMETANOVÁ","právní-forma/801","Obec"
"00673439","Obec Skalka u Doks","00673439",1,"osoba","JANA PROCHÁZKOVÁ","právní-forma/801","Obec"
"00239003","Obec Bříství","00239003",1,"osoba","LIBOR ŠMEJKAL","právní-forma/801","Obec"
"00248665","Obec Mnich","00248665",1,"osoba","PETR ČEKAL","právní-forma/801","Obec"
"00640344","Obec Horka I","00640344",1,"osoba","JIŘÍ DOUBEK","právní-forma/801","Obec"
"00232807","Obec Bílkovice","00232807",1,"osoba","JOSEF ŠIMÁNEK","právní-forma/801","Obec"
"00233161","Obec Bubovice","00233161",1,"osoba","PETRA VAŇKOVÁ","právní-forma/801","Obec"
"00241288","Obec Chrášťany","00241288",1,"osoba","PAVEL HRDLIČKA","právní-forma/801","Obec"
"00249831","Město Milevsko","00249831",1,"osoba","IVAN RADOSTA","právní-forma/801","Obec"
"00639991","Obec Šípy","00639991",1,"osoba","JAN MAJER","právní-forma/801","Obec"
"00264377","Obec Slatina","00264377",1,"osoba","DANA STRÁNSKÁ","právní-forma/801","Obec"
"00241512","Obec Ořech","00241512",1,"osoba","JIŘÍ PAVLÍN","právní-forma/801","Obec"
"00233277","Obec Hředle","00233277",1,"osoba","FRANTIŠEK ČERMÁK","právní-forma/801","Obec"
"00232416","Obec Olbramovice","00232416",1,"osoba","IVAN NOVÁK","právní-forma/801","Obec"
"00239534","Obec Opočnice","00239534",1,"osoba","JANA KOŠVANCOVÁ","právní-forma/801","Obec"
"00875775","Obec Ostrov","00875775",1,"osoba","PAVEL PROKOP","právní-forma/801","Obec"
"00236357","Obec Petrovice II","00236357",1,"osoba","MARCELA DEJLOVÁ","právní-forma/801","Obec"
"00640484","Obec Poštovice","00640484",1,"osoba","DAVID KYNCL","právní-forma/801","Obec"
"00639958","Obec Přílepy","00639958",1,"osoba","LENKA DAENEMARKOVÁ","právní-forma/801","Obec"
"00509183","Obec Ptýrov","00509183",1,"osoba","MILENA KOŠTEJNOVÁ","právní-forma/801","Obec"
"00266051","Obec Lužice","00266051",1,"osoba","JINDŘICH JOHN","právní-forma/801","Obec"
"00573612","Obec Ošelín","00573612",1,"osoba","JIŘÍ ŠEFČÍK","právní-forma/801","Obec"
"00573108","Obec Pastuchovice","00573108",1,"osoba","JIŘÍ VRŠECKÝ","právní-forma/801","Obec"
"00296201","Obec Malá Morávka","00296201",1,"osoba","ONDŘEJ HOLUB","právní-forma/801","Obec"
"00296945","Obec Morávka","00296945",1,"osoba","GABRIELA DAŇKOVÁ","právní-forma/801","Obec"
"00852759","Obec Nová Pláň","00852759",1,"osoba","PETR MALINA","právní-forma/801","Obec"
"00258806","Obec Kařez","00258806",1,"osoba","VÁCLAV KROFTA","právní-forma/801","Obec"
"00573931","Obec Lhotka u Radnic","00573931",1,"osoba","TOMÁŠ METLIČKA","právní-forma/801","Obec"
"00572331","Obec Neuměř","00572331",1,"osoba","ANTONÍN KOLÁŘ","právní-forma/801","Obec"
"00284815","Obec Čejč","00284815",1,"osoba","JAN KOUTNÝ","právní-forma/801","Obec"
"00600300","Obec Dolenice","00600300",1,"osoba","VIKTOR ANTL","právní-forma/801","Obec"
"00600598","Obec Holštejn","00600598",1,"osoba","PETR MYNAŘÍK","právní-forma/801","Obec"
"00289949","Obec Myslibořice","00289949",1,"osoba","MILAN PALÁT","právní-forma/801","Obec"
"00301809","Obec Prosenice","00301809",1,"osoba","LUBOŠ ZATLOUKAL","právní-forma/801","Obec"
"00636509","Obec Radkova Lhota","00636509",1,"osoba","LADISLAV POSPÍŠIL","právní-forma/801","Obec"
"00636541","Obec Rakov","00636541",1,"osoba","VOJTĚCH SKÁCEL","právní-forma/801","Obec"
"00635910","Obec Rejchartice","00635910",1,"osoba","RUDOLF BROŽ","právní-forma/801","Obec"
"00303305","Obec Rovensko","00303305",1,"osoba","JOSEF ŠINCL","právní-forma/801","Obec"
"00635324","Obec Senička","00635324",1,"osoba","JIŘÍ MATOUŠEK","právní-forma/801","Obec"
"00636576","Obec Sobíšky","00636576",1,"osoba","KATEŘINA KREJČÍ","právní-forma/801","Obec"
"00288802","Obec Stařechovice","00288802",1,"osoba","PAVLINA MENŠÍKOVÁ","právní-forma/801","Obec"
"00580503","Obec Časy","00580503",1,"osoba","PETR ŠKODA","právní-forma/801","Obec"
"00276537","Obec Cerekvice nad Loučnou","00276537",1,"osoba","JOSEF ABRAHAM","právní-forma/801","Obec"
"00276715","Obec Chotovice","00276715",1,"osoba","VÁCLAV TMĚJ","právní-forma/801","Obec"
"00269913","Obec Ctětín","00269913",1,"osoba","IVETA RŮŽIČKOVÁ","právní-forma/801","Obec"
"00579491","Obec Dětřichov u Moravské Třebové","00579491",1,"osoba","JAN SCHILLER","právní-forma/801","Obec"
"00485063","Obec Dřenice","00485063",1,"osoba","TOMÁŠ STARÝ","právní-forma/801","Obec"
"00270032","Obec Hamry","00270032",1,"osoba","PETR STEJSKAL","právní-forma/801","Obec"
"00580929","Obec Helvíkovice","00580929",1,"osoba","JIŘÍ ŽABKA","právní-forma/801","Obec"
"00273589","Město Horní Jelení","00273589",1,"osoba","PETR TUPEC","právní-forma/801","Obec"
"00377007","Obec Javůrek","00377007",1,"osoba","KAREL JOBÁNEK","právní-forma/801","Obec"
"00363171","Obec Kanice","00363171",1,"osoba","HANA RAKŠÁNY DVOŘÁKOVÁ","právní-forma/801","Obec"
"00854034","Obec Hrušová","00854034",1,"osoba","JOSEF FENDRYCH","právní-forma/801","Obec"
"00250210","Obec Vráž","00250210",1,"osoba","VLADIMÍR HUPTYCH","právní-forma/801","Obec"
"00654744","Obec Jeníkov","00654744",1,"osoba","TOMÁŠ ČERNÝ","právní-forma/801","Obec"
"00270253","Obec Kladno","00270253",1,"osoba","JAROSLAV DRAHOŠ","právní-forma/801","Obec"
"15054250","Obec Kněžice","15054250",1,"osoba","LUCIE VOJTÍŠKOVÁ","právní-forma/801","Obec"
"00276855","Obec Korouhev","00276855",1,"osoba","LADISLAV FILIPI","právní-forma/801","Obec"
"00279412","Obec Pustina","00279412",1,"osoba","JOSEF ŠPLÍCHAL","právní-forma/801","Obec"
"00194646","Obec Radkov","00194646",1,"osoba","HANA GOTTWALDOVÁ","právní-forma/801","Obec"
"00579637","Obec Tržek","00579637",1,"osoba","IVA DAŤKOVÁ","právní-forma/801","Obec"
"00274488","Obec Úhřetická Lhota","00274488",1,"osoba","JIŘÍ KUČERA","právní-forma/801","Obec"
"00271152","Obec Vítanov","00271152",1,"osoba","FRANTIŠEK NAVRÁTIL","právní-forma/801","Obec"
"00279749","OBEC VRACLAV","00279749",1,"osoba","PAVEL OSINEK","právní-forma/801","Obec"
"00274615","Obec Vyšehněvice","00274615",1,"osoba","JANA EXNEROVÁ","právní-forma/801","Obec"
"00279854","Obec Žampach","00279854",1,"osoba","TOMÁŠ POSPÍŠIL","právní-forma/801","Obec"
"00274658","Obec Živanice","00274658",1,"osoba","PETR LEJHANEC","právní-forma/801","Obec"
"00256731","Město Kasejovice","00256731",1,"osoba","VÁCLAV JAKUBČÍK","právní-forma/801","Obec"
